Test #,Full Date,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon Concentration [Bq/m3],Radon Concentration 2-Sigma Uncert. [Bq/m3],Units Byte,Run #,Cycle #
868,06/02/26 11:45,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,347*
869,06/02/26 12:05,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,348*
870,06/02/26 12:25,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,349*
871,06/02/26 12:45,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,350*
872,06/02/26 13:05,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,351*
873,06/02/26 13:25,5,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,352*
874,06/02/26 13:45,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,353*
875,06/02/26 14:05,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,354*
876,06/02/26 14:25,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,355*
877,06/02/26 14:45,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,356*
878,06/02/26 15:05,1,18.7,100.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,3.9811060,19.2224800, 254,02*,357*
879,06/02/26 15:25,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,358*
880,06/02/26 15:45,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,359*
881,06/02/26 16:05,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,360*
882,06/02/26 16:25,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,361*
883,06/02/26 16:45,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,362*
884,06/02/26 17:05,0,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,363*
885,06/02/26 17:25,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,364*
886,06/02/26 17:45,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,365*
887,06/02/26 18:05,2,18.7,0.0,0.0,0.0,0.0, 2201, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,366*
888,06/02/26 18:25,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,367*
889,06/02/26 18:45,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 0, 4,0.0000000,15.9244300, 254,02*,368*
890,06/02/26 19:05,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,369*
891,06/02/26 19:25,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,370*
892,06/02/26 19:45,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,371*
893,06/02/26 20:05,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,372*
894,06/02/26 20:25,5,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,373*
895,06/02/26 20:45,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 0, 4,0.0000000,15.9244300, 254,02*,374*
896,06/02/26 21:05,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,375*
897,06/02/26 21:25,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,376*
898,06/02/26 21:45,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,377*
899,06/02/26 22:05,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,378*
900,06/02/26 22:25,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,379*
901,06/02/26 22:45,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,380*
902,06/02/26 23:05,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,381*
903,06/02/26 23:25,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,382*
904,06/02/26 23:45,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,383*
905,06/03/26 00:05,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,384*
906,06/03/26 00:25,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,385*
907,06/03/26 00:45,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,386*
908,06/03/26 01:05,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,387*
909,06/03/26 01:25,5,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,388*
910,06/03/26 01:45,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,389*
911,06/03/26 02:05,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,390*
912,06/03/26 02:25,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,391*
913,06/03/26 02:45,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,392*
914,06/03/26 03:05,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,393*
915,06/03/26 03:25,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,394*
916,06/03/26 03:46,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,395*
917,06/03/26 04:06,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 0, 4,0.0000000,15.9244300, 254,02*,396*
918,06/03/26 04:26,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,397*
919,06/03/26 04:46,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,398*
920,06/03/26 05:06,1,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.4, 4, 2,6.85, 0, 4,0.0000000,15.9244300, 254,02*,399*
921,06/03/26 05:26,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,400*
922,06/03/26 05:46,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,401*
923,06/03/26 06:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,402*
924,06/03/26 06:26,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,403*
925,06/03/26 06:46,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,404*
926,06/03/26 07:06,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,405*
927,06/03/26 07:26,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 0, 4,0.0000000,15.9244300, 254,02*,406*
928,06/03/26 07:46,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,407*
929,06/03/26 08:06,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,408*
930,06/03/26 08:26,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,409*
931,06/03/26 08:46,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,410*
932,06/03/26 09:06,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,411*
933,06/03/26 09:26,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,412*
934,06/03/26 09:46,2,18.7,0.0,0.0,0.0,0.0, 2236, 9,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,413*
935,06/03/26 10:06,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,414*
936,06/03/26 10:26,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 6, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,415*
937,06/03/26 10:46,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 7, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,416*
938,06/03/26 11:06,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,417*
939,06/03/26 11:26,2,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,418*
940,06/03/26 11:46,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,419*
941,06/03/26 12:06,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,420*
942,06/03/26 12:26,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,421*
943,06/03/26 12:46,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,422*
944,06/03/26 13:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,423*
945,06/03/26 13:26,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,424*
946,06/03/26 13:46,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,425*
947,06/03/26 14:06,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,426*
948,06/03/26 14:26,2,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,427*
949,06/03/26 14:46,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,428*
950,06/03/26 15:06,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,429*
951,06/03/26 15:26,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,430*
952,06/03/26 15:46,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,431*
953,06/03/26 16:06,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,432*
954,06/03/26 16:26,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,433*
955,06/03/26 16:46,2,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,434*
956,06/03/26 17:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,435*
957,06/03/26 17:26,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,436*
958,06/03/26 17:46,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 0, 4,0.0000000,15.9244300, 254,02*,437*
959,06/03/26 18:06,6,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,438*
960,06/03/26 18:26,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,439*
961,06/03/26 18:46,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 0, 4,0.0000000,15.9244300, 254,02*,440*
962,06/03/26 19:06,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,441*
963,06/03/26 19:26,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,442*
964,06/03/26 19:46,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,443*
965,06/03/26 20:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,444*
966,06/03/26 20:26,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,445*
967,06/03/26 20:46,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,446*
968,06/03/26 21:06,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,447*
969,06/03/26 21:26,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,448*
970,06/03/26 21:46,3,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,449*
971,06/03/26 22:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,450*
972,06/03/26 22:26,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,451*
973,06/03/26 22:46,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,452*
974,06/03/26 23:06,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,453*
975,06/03/26 23:26,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.1, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,454*
976,06/03/26 23:46,5,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,455*
977,06/04/26 00:06,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,456*
978,06/04/26 00:26,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,457*
979,06/04/26 00:46,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,458*
980,06/04/26 01:06,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,459*
981,06/04/26 01:26,1,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.1, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,460*
982,06/04/26 01:47,3,18.7,0.0,0.0,0.0,0.0, 2201, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,461*
983,06/04/26 02:07,5,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,462*
984,06/04/26 02:27,2,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 4, 2,6.91, 10, 4,0.0000000,15.9244300, 254,02*,463*
985,06/04/26 02:47,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,464*
986,06/04/26 03:07,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,465*
987,06/04/26 03:27,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 0, 4,0.0000000,15.9244300, 254,02*,466*
988,06/04/26 03:47,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,467*
989,06/04/26 04:07,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,468*
990,06/04/26 04:27,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,469*
991,06/04/26 04:47,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,470*
992,06/04/26 05:07,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,471*
993,06/04/26 05:27,1,18.7,0.0,0.0,0.0,0.0, 2218, 7,23.4, 4, 2,6.85, 0, 4,0.0000000,15.9244300, 254,02*,472*
994,06/04/26 05:47,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,473*
995,06/04/26 06:07,5,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,474*
996,06/04/26 06:27,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,475*
997,06/04/26 06:47,2,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.7, 4, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,476*
998,06/04/26 07:07,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.88, 10, 4,0.0000000,15.9244300, 254,02*,477*
999,06/04/26 07:27,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,478*

* Indicates estimated value
